Activity,Road,Road Code,Comments,Complete,Completed_Date_Time,Contract,Council,Created_Date,Direction,Distance_Past,Job_ID,Job_Type,Latitude,Longitude,Reference_Point
PAVEMENT CLEANING,STAWELL-AVOCA RD,5245,Matthew Annear on 05/01/2015 - Removed dead roo from the road,Yes,5/01/2015 13:44,CN8124 WR,NORTHERN GRAMPIANS,5/01/2015 13:42,Reverse,179,173869,Hazard,-36.9532373,142.9224407,20 (KM)
PAVEMENT CLEANING,DUNACH-EDDINGTON RD,5975,Matthew Annear on 07/01/2015 - Removed truck Tyre and mud guard from road,Yes,7/01/2015 14:15,CN8124 WR,CENTRAL GOLDFIELDS,7/01/2015 14:13,Reverse,2524,175443,Hazard,-37.0038221,143.8171266,30 (KM)
PAVEMENT CLEANING,ARARAT-ST ARNAUD RD,5247,Matthew Annear on 12/01/2015 - Dead animal on road,Yes,12/01/2015 14:24,CN8124 WR,NORTHERN GRAMPIANS,12/01/2015 14:24,Forward,969,177468,Hazard,-36.644259,143.2086237,UN-NAMED WATERCOURSE (SN4596) (BR)
PAVEMENT CLEANING,ARARAT-ST ARNAUD RD,5247,Matthew Annear on 12/01/2015 - Removed dead roo from road,Yes,12/01/2015 14:33,CN8124 WR,NORTHERN GRAMPIANS,12/01/2015 14:31,Forward,0,177482,Hazard,-36.6384735,143.209469,ROAD END (SE)
PAVEMENT CLEANING,BALLARAT-CARNGHAM RD,5078,"VicRoads on 22/01/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM116.B; New Priority: 
VicRoads on 22/01/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM116.B; New Priority: 
VicRoads on 22/01/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM116.B; New Priority: 
VicRoads on 22/01/2015 - Left Message for Matthew regarding ETS details.  Also in Asset Vision.
VicRoads on 22/01/2015 - we cancel the job - all completed.
Matthew Annear on 22/01/2015 - Job Completed When Crew Arrived",Yes,22/01/2015 16:12,CN8124 WR,BALLARAT,22/01/2015 14:40,Forward,291,183915,Hazard,-37.5723708,143.8333537,PLEASANT ST (SR)
PAVEMENT CLEANING,DAYLESFORD-MALMSBURY RD,5197,"VicRoads on 06/02/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM116.A; New Priority: 4
Matthew Annear on 06/02/2015 - Stabilising works undertaken in the area.  After care signs have been erected at these sites.",Yes,6/02/2015 12:14,CN8124 WR,HEPBURN,6/02/2015 10:38,Forward,1111,190171,Hazard,-37.3237005,144.1944461,ALLENS RD (SR)
PAVEMENT CLEANING,DAYLESFORD-MALMSBURY RD,5197,Matthew Annear on 06/02/2015 - Stabilising works have been undertaken in this area.  After care signs have been erected at these sites.,Yes,6/02/2015 12:16,CN8124 WR,HEPBURN,6/02/2015 10:42,Forward,835,190180,Hazard,-37.3257048,144.192752,ALLENS RD (SR)
PAVEMENT CLEANING,POMONAL RD,5135,"VicRoads on 09/02/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM116.B; New Priority: 
Matthew Annear on 09/02/2015 - No tree found at this location",Yes,9/02/2015 17:13,CN8124 WR,ARARAT,9/02/2015 9:20,Forward,305,190692,Hazard,-37.1706548,142.6286864,18 (KM)
PAVEMENT CLEANING,LEXTON-TALBOT RD,5226,Matthew Annear on 10/02/2015 - Nothing found at this location. 09.02.15,Yes,10/02/2015 7:11,CN8124 WR,PYRENEES,9/02/2015 12:01,Forward,29,190975,Hazard,-37.2595295,143.5443478,CEMETERY RD (SR)
PAVEMENT CLEANING,POMONAL RD,5135,Matthew Annear on 09/02/2015 - No tree   found at this location,Yes,9/02/2015 17:14,CN8124 WR,ARARAT,9/02/2015 15:48,Forward,1076,191259,Hazard,-37.175844,142.6229176,18 (KM)
PAVEMENT CLEANING,DONALD-STAWELL RD,5155,Terina Matthews on 16/02/2015 - Trees cleared from Road and road made safe @6.30pm 13/2. After hours Callout.,Yes,16/02/2015 7:58,CN8124 WR,NORTHERN GRAMPIANS,13/02/2015 16:47,Forward,122,194089,Hazard,-36.926794,142.7849088,WIMMERA RIVER (SN4371) A2 (BR)
PAVEMENT CLEANING,ARARAT-ST ARNAUD RD,5247,Matthew Annear on 02/03/2015 - Removed branch off shoulder,Yes,2/03/2015 11:03,CN8124 WR,NORTHERN GRAMPIANS,2/03/2015 11:01,Forward,970,202133,Hazard,-37.1000496,143.1009851,11 (KM)
PAVEMENT CLEANING,ARARAT-ST ARNAUD RD,5247,Matthew Annear on 02/03/2015 - Removed branch off shoulder,Yes,2/03/2015 11:07,CN8124 WR,NORTHERN GRAMPIANS,2/03/2015 11:05,Forward,332,202146,Hazard,-37.0788865,143.099422,14 (KM)
PAVEMENT CLEANING,BALLARAT-BURRUMBEET RD,5087,Matthew Annear on 06/03/2015 - Nothing found at this location,Yes,6/03/2015 17:03,CN8124 WR,BALLARAT,6/03/2015 9:12,Forward,0,205626,Hazard,-37.5620541,143.8703532,PRINCES ST NORTH (SR)
PAVEMENT CLEANING,DAYLESFORD-TRENTHAM RD,5195,"VicRoads on 17/03/2015 - Left message for Customer to call back after had voice mail message left to call Helen on 16/03/15
VicRoads on 20/03/2015 - Area is approx. 50m where the left over stone has been left.  Quite thick in some areas, 1m deep also right near letter boxes.
Matthew Annear on 20/03/2015 - This is in reseal area. Closed off with Michelle",Yes,20/03/2015 11:54,CN8124 WR,HEPBURN,6/03/2015 12:54,Forward,11,206006,Programmed,-37.3871064,144.2607973,MAIN ST (SR)
PAVEMENT CLEANING,BALLARAT-BURRUMBEET RD,5087,"VicRoads on 06/03/2015 - passed to Craig Swanson - left message
Matthew Annear on 06/03/2015 - Nothing found at this location",Yes,6/03/2015 17:02,CN8124 WR,BALLARAT,6/03/2015 12:56,Forward,0,206008,Hazard,-37.5620541,143.8703532,PRINCES ST NORTH (SR)
PAVEMENT CLEANING,STAWELL-AVOCA RD,5245,Matthew Annear on 10/03/2015 - Removed dead animal from road,Yes,10/03/2015 10:08,CN8124 WR,NORTHERN GRAMPIANS,10/03/2015 10:06,Reverse,796,206429,Hazard,-36.9628542,142.8952063,WHITEHALL RD (SR)
PAVEMENT CLEANING,STAWELL-AVOCA RD,5245,Matthew Annear on 10/03/2015 - Removed dead roo from the road,Yes,10/03/2015 10:17,CN8124 WR,NORTHERN GRAMPIANS,10/03/2015 10:08,Reverse,99,206445,Hazard,-37.0276386,142.8164722,DARLINGTON-CONCONGELLA SCHOOL RD P1 (SR)
PAVEMENT CLEANING,STAWELL-AVOCA RD,5245,Matthew Annear on 13/03/2015 - Removed matters from road,Yes,13/03/2015 13:55,CN8124 WR,NORTHERN GRAMPIANS,13/03/2015 13:55,Reverse,226,211528,Hazard,-37.0475864,142.7916372,WATTLE ST (SR)
PAVEMENT CLEANING,BUNGAREE-CRESWICK RD,5219,Grant Young on 16/03/2015 - Tree limb removed from shoulder,Yes,16/03/2015 9:22,CN8124 WR,HEPBURN,16/03/2015 8:45,Forward,38,211757,Hazard,-37.4446512,143.928022,CRESWICK-DEAN RD (SR)
PAVEMENT CLEANING,STAWELL-AVOCA RD,5245,Matthew Annear on 16/03/2015 - Removed branch from road,Yes,16/03/2015 10:40,CN8124 WR,NORTHERN GRAMPIANS,16/03/2015 10:39,Reverse,1726,211907,Hazard,-36.9025383,143.0420932,34 (KM)
PAVEMENT CLEANING,MYRNIONG-TRENTHAM RD,5956,Grant Young on 17/03/2015 - Roo removed from shoulder and completed,Yes,17/03/2015 15:08,CN8124 WR,MOORABOOL,16/03/2015 12:19,Forward,797,212077,Hazard,-37.6006695,144.3196761,PYKES CREEK RD (SR)
PAVEMENT CLEANING,KYNETON-TRENTHAM RD,5194,"VicRoads on 17/03/2015 - TYLDEN CFA will clear tree away from entrance , Request VR patrol to attend Monday for clean up
Grant Young on 17/03/2015 - Job is not in our jurisdiction",Yes,17/03/2015 15:43,CN8124 WR,HEPBURN,17/03/2015 13:01,Forward,847,212907,Hazard,-37.337031,144.3876284,EAST TRENTHAM-FERNHILL RD (SR)
PAVEMENT CLEANING,STAWELL-AVOCA RD,5245,Mark Templar on 19/03/2015 - Already.been.removed.,Yes,19/03/2015 13:47,CN8124 WR,NORTHERN GRAMPIANS,19/03/2015 11:20,Forward,371,214435,Hazard,-37.0482348,142.7910768,PARK RD (SR)
PAVEMENT CLEANING,GRANT ST,5183,"VicRoads on 23/03/2015 - advised SSE
Grant Young on 23/03/2015 - Oil spill dryed up",Yes,23/03/2015 16:12,CN8124 WR,BALLARAT,23/03/2015 15:44,Forward,166,215972,Hazard,-37.5667203,143.8571724,ARMSTRONG ST SOUTH (SR)
PAVEMENT CLEANING,CHARLTON-ST ARNAUD RD,5242,Matthew Annear on 30/03/2015 - Removed dead roos from road,Yes,30/03/2015 14:34,CN8124 WR,NORTHERN GRAMPIANS,30/03/2015 10:09,Forward,202,221821,Hazard,-36.5921465,143.265181,BLINKBONNIE RD (SR)
PAVEMENT CLEANING,DELACOMBE-WENDOUREE RD,5497,Matthew Shaw on 01/04/2015 - Ballarat city council suction sweeper truck was already there when arrived.,Yes,1/04/2015 9:24,CN8124 WR,BALLARAT,1/04/2015 8:25,Forward,220,223320,Hazard,-37.5807247,143.8082575,SHASTA DR (SR)
PAVEMENT CLEANING,CHARLTON-ST ARNAUD RD,5242,Matthew Annear on 24/04/2015 - Removed dead roo from road - B.Templar,Yes,24/04/2015 14:59,CN8124 WR,NORTHERN GRAMPIANS,24/04/2015 12:20,Forward,480,237238,Hazard,-36.5596644,143.296374,3 OLD SHIRE POST (RHS) (OT)
PAVEMENT CLEANING,MORTLAKE-ARARAT RD,5100,VicRoads on 28/04/2015 - Contacted Terina SSE and advised of ETS & forwarded to Asset Vision,Yes,28/04/2015 15:28,CN8124 WR,ARARAT,28/04/2015 12:57,Forward,145,238920,Hazard,-37.2837913,142.9315703,MOORE ST (SR)
PAVEMENT CLEANING,ARARAT-HALLS GAP RD,5136,Mark Templar on 29/04/2015 - Removed.roo.in.back.of.truck,Yes,29/04/2015 14:26,CN8124 WR,ARARAT,29/04/2015 10:13,Forward,295,239612,Hazard,-37.1920368,142.6089889,37 (KM)
PAVEMENT CLEANING,GRAMPIANS RD,4851,Matthew Annear on 29/04/2015 - Removed dead roo from shoulder.,Yes,29/04/2015 10:41,CN8124 WR,NORTHERN GRAMPIANS,29/04/2015 10:39,Reverse,404,239669,Hazard,-37.0621681,142.6846994,7 (KM)
PAVEMENT CLEANING,GRAMPIANS RD,4851,Matthew Annear on 29/04/2015 - Removed dead wallaby from road,Yes,29/04/2015 13:24,CN8124 WR,ARARAT,29/04/2015 13:23,Reverse,442,240040,Hazard,-37.4962137,142.4191901,DWYERS CREEK (SN3861) A1 (BR)
PAVEMENT CLEANING,GRAMPIANS RD,4851,Matthew Annear on 29/04/2015 - Removed dead roo from road,Yes,29/04/2015 13:51,CN8124 WR,ARARAT,29/04/2015 13:50,Reverse,823,240114,Hazard,-37.5684828,142.3887386,79 (KM)
PAVEMENT CLEANING,DAYLESFORD-TRENTHAM RD,5195,"VicRoads on 01/05/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM116.B; New Priority: 
VicRoads on 01/05/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM116.B; New Priority: 
Matthew Shaw on 01/05/2015 - Removed branches from the ground that were on the fog line and cut small branches from limb to improve sight a little. 
Is multi message boarded.
And also in AV as a storm cleanup job.
Found nothing else on the road to think it was anything else.",Yes,1/05/2015 13:09,CN8124 WR,HEPBURN,1/05/2015 11:10,Forward,944,241480,Hazard,-37.3886066,144.20855,7 (KM)
PAVEMENT CLEANING,ARARAT-ST ARNAUD RD,5247,Matthew Annear on 05/05/2015 - Removed branch from road,Yes,5/05/2015 9:23,CN8124 WR,NORTHERN GRAMPIANS,5/05/2015 9:21,Forward,283,242797,Hazard,-36.8030203,143.1179464,AVON RIVER (SN4594) A2 (BR)
PAVEMENT CLEANING,BALLARAT-MARYBOROUGH RD,5327,Matthew Shaw on 05/05/2015 - Dead sheep and lamb removed from the middle of the road.,Yes,5/05/2015 9:25,CN8124 WR,BALLARAT,5/05/2015 9:23,Forward,183,242815,Hazard,-37.384723,143.8058579,WILSONS RD (SR)
PAVEMENT CLEANING,DELACOMBE-WENDOUREE RD,5497,Matthew Annear on 05/05/2015 - Removed cement sheeting from road.,Yes,5/05/2015 16:23,CN8124 WR,BALLARAT,5/05/2015 15:44,Forward,24,243633,Hazard,-37.5467952,143.820774,ENTRANCE TO LAKESIDE HOSPITAL (OT)
PAVEMENT CLEANING,WESTERN HWY - Sec 4,2520,Matthew Shaw on 07/05/2015 - Branch was removed this morning before it became an ETS  AV# 244735,Yes,7/05/2015 16:19,CN8124 WR,ARARAT,7/05/2015 10:06,Forward,166,245030,Hazard,-37.185065,142.8826089,213 (KM)
PAVEMENT CLEANING,NORTHERN GRAMPIANS RD,4002,"VicRoads on 11/05/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM116.B; New Priority: 4
Terina Matthews on 12/05/2015 - Location inspected 11/5, tree removed from road prior to arrival. NIL followup cleanup required.",Yes,12/05/2015 7:30,CN8124 WR,NORTHERN GRAMPIANS,11/05/2015 11:45,Forward,483,246882,Hazard,-37.1479068,142.496327,3 (KM)
PAVEMENT CLEANING,SKIPTON RD,5090,Matthew Annear on 12/05/2015 - Removed fallen limb from fog line,Yes,12/05/2015 15:49,CN8124 WR,PYRENEES,12/05/2015 15:47,Reverse,115,248372,Hazard,-37.4460841,143.3792695,2 (KM)
PAVEMENT CLEANING,BUNGAREE-CRESWICK RD,5219,Matthew Annear on 15/05/2015 - Removed fallen limb from fog line,Yes,15/05/2015 9:36,CN8124 WR,HEPBURN,15/05/2015 9:34,Reverse,156,249884,Hazard,-37.4442489,143.9263119,BUSH INN RD (SR) AFTER CRESWICK-DEAN RD (SR)
PAVEMENT CLEANING,GLENELG HWY,2670,"VicRoads on 18/05/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM515.E; New Priority: 
Mark Templar on 18/05/2015 - Cut.and.removed.tree.branch",Yes,18/05/2015 19:38,CN8124 WR,SOUTHERN GRAMPIANS,18/05/2015 17:09,Forward,10,250860,Hazard,-37.6367541,142.5476778,MAROONA-GLENTHOMPSON RD (CR)
PAVEMENT CLEANING,BALLAN-DAYLESFORD RD,5189,"Matthew Shaw on 25/05/2015 - Area was driven 4 times and no concrete located.
Carriageway safe.",Yes,25/05/2015 17:53,CN8124 WR,HEPBURN,25/05/2015 17:08,Forward,77,254832,Hazard,-37.4101921,144.1213559,23 (KM)
PAVEMENT CLEANING,DAYLESFORD-BALLARAT RD,5220,"Matthew Shaw on 29/05/2015 - Only branch I could see sitting on the fence around this area.
Removed and fence still there and in the same condition as the rest of the fence",Yes,29/05/2015 13:13,CN8124 WR,MOORABOOL,29/05/2015 10:06,Forward,1101,257569,Hazard,-37.5314552,143.9623626,SPRINGBANK RD (SR)
PAVEMENT CLEANING,DAYLESFORD-TRENTHAM RD,5195,Matthew Annear on 02/06/2015 - Removed dead wombat from road,Yes,2/06/2015 10:47,CN8124 WR,HEPBURN,2/06/2015 10:41,Reverse,712,259084,Hazard,-37.3959312,144.2429454,12 (KM)
PAVEMENT CLEANING,PYRENEES HWY,2740,"Matthew Shaw on 05/06/2015 - Drove the pyrenees twice, no sign of a roo anywhere.",Yes,5/06/2015 14:18,CN8124 WR,CENTRAL GOLDFIELDS,5/06/2015 13:09,Forward,219,262064,Hazard,-37.084231,143.9613349,26 (KM)
PAVEMENT CLEANING,GRAMPIANS RD,4851,"VicRoads on 09/06/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM116.B; New Priority: 4
VicRoads on 09/06/2015 - Advised Terina of ETS details
Matthew Annear on 09/06/2015 - Removed fallen tree from road",Yes,9/06/2015 11:59,CN8124 WR,NORTHERN GRAMPIANS,9/06/2015 9:58,Forward,608,264480,Hazard,-37.1261343,142.5441514,21 (KM)
PAVEMENT CLEANING,WESTERN HWY - Sec 4,2520,"VicRoads on 29/06/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM116.B; New Priority: 3
VicRoads on 29/06/2015 - phoned customer - advised tree branch protruding out through wire rope.  If cars pull over or cyclists could run into it.
Matthew Annear on 29/06/2015 - Removed small branch, however nothing found on site to be deemed a hazard.",Yes,29/06/2015 16:02,CN8124 WR,NORTHERN GRAMPIANS,29/06/2015 11:24,Forward,498,274977,Hazard,-37.0479394,142.7367703,233 (KM)
PAVEMENT CLEANING,ARARAT-ST ARNAUD RD,5247,Matthew Annear on 09/07/2015 - Removed Dead Roo From Road,Yes,9/07/2015 8:06,CN8124 WR,NORTHERN GRAMPIANS,8/07/2015 9:03,Forward,1824,280625,Hazard,-36.728007,143.1527696,56 (KM)
PAVEMENT CLEANING,DAYLESFORD-TRENTHAM RD,5195,Grant Young on 09/07/2015 - Removed roo from center of road,Yes,9/07/2015 14:18,CN8124 WR,HEPBURN,9/07/2015 9:17,Forward,1654,281652,Hazard,-37.3928729,144.2144622,7 (KM)
PAVEMENT CLEANING,GRAMPIANS RD,4851,"VicRoads on 14/07/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM116.B; New Priority: 4
Matthew Annear on 14/07/2015 - Removed Tree From Road",Yes,14/07/2015 14:37,CN8124 WR,ARARAT,14/07/2015 12:17,Forward,824,284505,Hazard,-37.3722214,142.507472,52 (KM)
PAVEMENT CLEANING,GRAMPIANS RD,4851,Matthew Annear on 15/07/2015 - Cleared tree from road,Yes,15/07/2015 16:05,CN8124 WR,NORTHERN GRAMPIANS,15/07/2015 14:17,Forward,464,286017,Hazard,-37.1213881,142.554032,HALLS GAP-FYANS CREEK RD (SR)
PAVEMENT CLEANING,BALLARAT-CARNGHAM RD,5078,Mark Templar on 16/07/2015 - Already.been.removed.cut.off.a.few.branches.made.safe,Yes,16/07/2015 13:50,CN8124 WR,BALLARAT,16/07/2015 12:17,Reverse,150,286823,Hazard,-37.5650186,143.7687472,WYN CL (SR)
PAVEMENT CLEANING,GRAMPIANS RD,4851,Matthew Annear on 22/07/2015 - Removed dead roo from road,Yes,22/07/2015 9:33,CN8124 WR,NORTHERN GRAMPIANS,22/07/2015 9:31,Reverse,453,290590,Hazard,-37.0709644,142.6662175,9 (KM)
PAVEMENT CLEANING,DAYLESFORD-BALLARAT RD,5220,Grant Young on 24/07/2015 - Road all clear nothing was found,Yes,24/07/2015 11:47,CN8124 WR,BALLARAT,24/07/2015 9:49,Forward,51,292442,Hazard,-37.5516894,143.926397,BREWERY TAP RD (SR)
PAVEMENT CLEANING,DAYLESFORD-TRENTHAM RD,5195,"VicRoads on 03/08/2015 - Phoned and emailed SSE with details
VicRoads on 03/08/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM116.B; New Priority: 5
VicRoads on 03/08/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM116.B; New Priority: 5
VicRoads on 03/08/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM116.B; New Priority: 5
VicRoads on 03/08/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM116.B; New Priority: 5
VicRoads on 03/08/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM116.B; New Priority: 5
Matthew Shaw on 03/08/2015 - Tree cleared from road and the 2 conjoining driveways. Made safe... Quote to clean up and remove remain debris to follow..",Yes,3/08/2015 12:56,CN8124 WR,HEPBURN,3/08/2015 11:09,Forward,45,299874,Hazard,-37.3723298,144.1957999,DAIRY FLAT RD (SR)
PAVEMENT CLEANING,DAYLESFORD-BALLARAT RD,5220,Matthew Shaw on 27/08/2015 - Visited last night,Yes,27/08/2015 6:32,CN8124 WR,MOORABOOL,26/08/2015 14:18,Forward,13,316094,Hazard,-37.5365486,143.9540133,KEIRCES RD (SR)
PAVEMENT CLEANING,DELACOMBE-WENDOUREE RD,5497,"VicRoads on 01/09/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM116.A; New Priority: 3
Grant Young on 01/09/2015 - Drove up and down could not see anything",Yes,1/09/2015 11:59,CN8124 WR,BALLARAT,1/09/2015 9:23,Forward,11,318761,Hazard,-37.5410369,143.8218672,GREGORY ST WEST (SR)
PAVEMENT CLEANING,DAYLESFORD-TRENTHAM RD,5195,Matthew Shaw on 01/09/2015 - Picked up a few bits n pieces of rubbish including bubble wrap etc from side of road. nothing on actual road so assuming they were what MOP was talking about.,Yes,1/09/2015 19:48,CN8124 WR,HEPBURN,1/09/2015 15:15,Forward,435,319611,Hazard,-37.3800169,144.2733361,LYONVILLE-SPRING RD (SR)
PAVEMENT CLEANING,WESTERN HWY - Sec 4,2520,"VicRoads on 02/09/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM116.A; New Priority: 
VicRoads on 02/09/2015 - Matthew will investigate issue.
VicRoads on 02/09/2015 - Got customers address to send NOIC
Nelson Turner
151 Churchill Crossing Road, Stawell, Vic 3380
Matthew Annear on 02/09/2015 - No issue found at this location.  Will follow up with VR
Matthew Annear on 02/09/2015 - Nothing found at this location. Will follow up more details.",Yes,2/09/2015 13:50,CN8124 WR,NORTHERN GRAMPIANS,2/09/2015 9:51,Forward,180,319852,Hazard,-37.0716233,142.7722172,SLOANE ST (SR)
PAVEMENT CLEANING,DAYLESFORD-MALMSBURY RD,5197,"VicRoads on 08/09/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM116.A; New Priority: 
VicRoads on 08/09/2015 - On-site police 0467 812 583 requested a call from the patrol attending with an estimated time of arrival.
Grant Young on 08/09/2015 - Truck ran off the road and spat mud onto roadway for about 50 meters. We have shoveled and sweped mud off the road and put up loose chip signs and made safe.",Yes,8/09/2015 12:36,CN8124 WR,HEPBURN,8/09/2015 9:34,Forward,426,323544,Hazard,-37.2409437,144.3261895,EYLES LA (SR)
PAVEMENT CLEANING,MYRNIONG-TRENTHAM RD,5956,"Matthew Shaw on 09/09/2015 - Tree/branch appears to have been removed from road.
Road clear all the way through.",Yes,9/09/2015 10:51,CN8124 WR,HEPBURN,9/09/2015 9:40,Forward,477,325026,Hazard,-37.418966,144.2872456,BEACHES LA (SR)
PAVEMENT CLEANING,MYRNIONG-TRENTHAM RD,5956,"Matthew Shaw on 16/09/2015 - Was visited and closed off by grant Youngs device today. Not sure if it worked
Grant Young on 16/09/2015 - Ses cleared tree off the road",Yes,16/09/2015 20:48,CN8124 WR,HEPBURN,16/09/2015 13:33,Forward,1190,331248,Hazard,-37.4091389,144.2967041,25 (KM)
PAVEMENT CLEANING,WESTERN HWY - Sec 4,2520,"VicRoads on 07/10/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM116.A; New Priority: 4
VicRoads on 07/10/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM116.A; New Priority: 4
VicRoads on 07/10/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM116.A; New Priority: 4
VicRoads on 07/10/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM116.A; New Priority: 4
VicRoads on 07/10/2015 - Advised entered detour in to SITREP, contacted Ewen and contractors to attend. They were already there as were driving through
VicRoads on 07/10/2015 - advised all dealt with and SSE are setting up detours
VicRoads on 07/10/2015 - onsite contact Sgt - 0439 456 073
Laura Matthews on 07/10/2015 - Currently on site setting up traffic detours. Matthew A to contact Sgt",Yes,7/10/2015 13:53,CN8124 WR,NORTHERN GRAMPIANS,7/10/2015 13:46,Forward,232,345913,Hazard,-37.0919092,142.7896158,ENTRY/EXIT TO SISTERS ROCK (OT)
